Translating types for jansi (use_llm=true, use_rag=true)
[type 0001/1452] ✅ void -> Unit | fixed_map
[type 0967/1452] ✅ void -> Unit | fixed_map
[type 0968/1452] ✅ int -> Int64 | fixed_map
[type 0969/1452] ✅ String -> String | fixed_map
[type 0970/1452] ✅ Ansi -> Ansi | custom_type
[type 0971/1452] ✅ void -> Unit | fixed_map
[type 0972/1452] ✅ Ansi -> Ansi | custom_type
[type 0973/1452] ✅ void -> Unit | fixed_map
[type 0974/1452] ✅ int -> Int64 | fixed_map
[type 0975/1452] ✅ String -> String | fixed_map
[type 0976/1452] ✅ Ansi -> Ansi | custom_type
[type 0977/1452] ✅ void -> Unit | fixed_map
[type 0978/1452] ✅ void -> Unit | fixed_map
[type 0979/1452] ✅ Path -> Path | llm
[type 0980/1452] ✅ String -> String | fixed_map
[type 0981/1452] ✅ Process -> Process | llm
[type 0982/1452] ❌ ProcessBuilder -> Any | fallback:budget_exhausted
[type 0983/1452] ✅ AnsiMain -> AnsiMain | custom_type
[type 0984/1452] ❌ ByteArrayOutputStream -> Any | fallback:budget_exhausted
[type 0985/1452] ✅ InputStream -> InputStream | fixed_map
[type 0986/1452] ✅ byte[] -> Array<Byte> | llm
[type 0987/1452] ✅ byte -> Int8 | fixed_map
[type 0988/1452] ✅ int -> Int64 | fixed_map
[type 0989/1452] ✅ void -> Unit | fixed_map
[type 0990/1452] ✅ String -> String | fixed_map
[type 0991/1452] ✅ Ansi -> Ansi | custom_type
[type 0992/1452] ✅ short -> Int16 | fixed_map
[type 0993/1452] ✅ short -> Int16 | fixed_map
[type 0994/1452] ✅ short -> Int16 | fixed_map
[type 0995/1452] ✅ short -> Int16 | fixed_map
[type 0996/1452] ✅ short -> Int16 | fixed_map
[type 0997/1452] ✅ short -> Int16 | fixed_map
[type 0998/1452] ✅ short -> Int16 | fixed_map
[type 0999/1452] ✅ short -> Int16 | fixed_map
[type 1000/1452] ✅ short -> Int16 | fixed_map
[type 1001/1452] ✅ short -> Int16 | fixed_map
[type 1002/1452] ✅ short -> Int16 | fixed_map
[type 1003/1452] ✅ short -> Int16 | fixed_map
[type 1004/1452] ✅ short -> Int16 | fixed_map
[type 1005/1452] ✅ short -> Int16 | fixed_map
[type 1006/1452] ✅ short -> Int16 | fixed_map
[type 1007/1452] ✅ int -> Int64 | fixed_map
[type 1008/1452] ✅ int -> Int64 | fixed_map
[type 1009/1452] ✅ int -> Int64 | fixed_map
[type 1010/1452] ✅ int -> Int64 | fixed_map
[type 1011/1452] ✅ int -> Int64 | fixed_map
[type 1012/1452] ✅ void -> Unit | fixed_map
[type 1013/1452] ✅ long -> Int64 | fixed_map
[type 1014/1452] ✅ long -> Int64 | fixed_map
[type 1015/1452] ✅ void -> Unit | fixed_map
[type 1016/1452] ✅ long -> Int64 | fixed_map
[type 1017/1452] ✅ int -> Int64 | fixed_map
[type 1018/1452] ✅ long -> Int64 | fixed_map
[type 1019/1452] ✅ short -> Int16 | fixed_map
[type 1020/1452] ✅ int -> Int64 | fixed_map
[type 1021/1452] ✅ long -> Int64 | fixed_map
[type 1022/1452] ✅ int -> Int64 | fixed_map
[type 1023/1452] ✅ int -> Int64 | fixed_map
[type 1024/1452] ✅ long -> Int64 | fixed_map
[type 1025/1452] ✅ int -> Int64 | fixed_map
[type 1026/1452] ✅ int -> Int64 | fixed_map
[type 1027/1452] ✅ int -> Int64 | fixed_map
[type 1028/1452] ✅ long -> Int64 | fixed_map
[type 1029/1452] ✅ int -> Int64 | fixed_map
[type 1030/1452] ✅ int -> Int64 | fixed_map
[type 1031/1452] ✅ byte[] -> Array<Byte> | llm
[type 1032/1452] ✅ int -> Int64 | fixed_map
[type 1033/1452] ❌ long[] -> Array<Any> | fallback:budget_exhausted
[type 1034/1452] ✅ int -> Int64 | fixed_map
[type 1035/1452] ✅ long -> Int64 | fixed_map
[type 1036/1452] ✅ Kernel32_CONSOLE_SCREEN_BUFFER_INFO -> Kernel32_CONSOLE_SCREEN_BUFFER_INFO | custom_type
[type 1037/1452] ✅ long -> Int64 | fixed_map
[type 1038/1452] ✅ int -> Int64 | fixed_map
[type 1039/1452] ✅ int -> Int64 | fixed_map
[type 1040/1452] ✅ long -> Int64 | fixed_map
[type 1041/1452] ✅ Kernel32_COORD -> Kernel32_COORD | custom_type
[type 1042/1452] ✅ int -> Int64 | fixed_map
[type 1043/1452] ✅ long -> Int64 | fixed_map
[type 1044/1452] ✅ char -> Rune | fixed_map
[type 1045/1452] ✅ int -> Int64 | fixed_map
[type 1046/1452] ✅ Kernel32_COORD -> Kernel32_COORD | custom_type
[type 1047/1452] ✅ int[] -> Array<Int32> | llm
[type 1048/1452] ✅ int -> Int64 | fixed_map
[type 1049/1452] ✅ long -> Int64 | fixed_map
[type 1050/1452] ✅ short -> Int16 | fixed_map
[type 1051/1452] ✅ int -> Int64 | fixed_map
[type 1052/1452] ✅ Kernel32_COORD -> Kernel32_COORD | custom_type
[type 1053/1452] ❌ int[] -> Array<Int32> | fallback:budget_exhausted
[type 1054/1452] ✅ int -> Int64 | fixed_map
[type 1055/1452] ✅ long -> Int64 | fixed_map
[type 1056/1452] ✅ char[] -> Array<Rune> | llm
[type 1057/1452] ✅ int -> Int64 | fixed_map
[type 1058/1452] ❌ int[] -> Array<Int32> | fallback:budget_exhausted
[type 1059/1452] ✅ long -> Int64 | fixed_map
[type 1060/1452] ✅ int -> Int64 | fixed_map
[type 1061/1452] ✅ long -> Int64 | fixed_map
[type 1062/1452] ✅ int[] -> Array<Int32> | llm
[type 1063/1452] ✅ int -> Int64 | fixed_map
[type 1064/1452] ✅ long -> Int64 | fixed_map
[type 1065/1452] ✅ int -> Int64 | fixed_map
[type 1066/1452] ✅ int -> Int64 | fixed_map
[type 1067/1452] ✅ int -> Int64 | fixed_map
[type 1068/1452] ✅ String -> String | fixed_map
[type 1069/1452] ✅ int -> Int64 | fixed_map
[type 1070/1452] ✅ int -> Int64 | fixed_map
[type 1071/1452] ✅ int -> Int64 | fixed_map
[type 1072/1452] ✅ int -> Int64 | fixed_map
[type 1073/1452] ✅ long -> Int64 | fixed_map
[type 1074/1452] ✅ Kernel32_SMALL_RECT -> Kernel32_SMALL_RECT | custom_type
[type 1075/1452] ✅ Kernel32_SMALL_RECT -> Kernel32_SMALL_RECT | custom_type
[type 1076/1452] ✅ Kernel32_COORD -> Kernel32_COORD | custom_type
[type 1077/1452] ✅ Kernel32_CHAR_INFO -> Kernel32_CHAR_INFO | custom_type
[type 1078/1452] ✅ int -> Int64 | fixed_map
[type 1079/1452] ✅ long -> Int64 | fixed_map
[type 1080/1452] ✅ long -> Int64 | fixed_map
[type 1081/1452] ✅ int -> Int64 | fixed_map
[type 1082/1452] ✅ int[] -> Array<Int32> | llm
[type 1083/1452] ✅ int -> Int64 | fixed_map
[type 1084/1452] ✅ long -> Int64 | fixed_map
[type 1085/1452] ✅ long -> Int64 | fixed_map
[type 1086/1452] ✅ int -> Int64 | fixed_map
[type 1087/1452] ✅ int[] -> Array<Int32> | llm
[type 1088/1452] ✅ int -> Int64 | fixed_map
[type 1089/1452] ✅ long -> Int64 | fixed_map
[type 1090/1452] ✅ int[] -> Array<Int32> | llm
[type 1091/1452] ✅ int -> Int64 | fixed_map
[type 1092/1452] ✅ long -> Int64 | fixed_map
[type 1093/1452] ✅ Kernel32_INPUT_RECORD[] -> Array<Kernel32_INPUT_RECORD> | llm
[type 1094/1452] ✅ long -> Int64 | fixed_map
[type 1095/1452] ✅ int -> Int64 | fixed_map
[type 1096/1452] ✅ boolean -> Bool | fixed_map
[type 1097/1452] ✅ int[] -> Array<Int32> | llm
[type 1098/1452] ✅ int -> Int64 | fixed_map
[type 1099/1452] ✅ long -> Int64 | fixed_map
[type 1100/1452] ❌ IOException -> IOException | fallback:budget_exhausted
[type 1101/1452] ✅ Kernel32_INPUT_RECORD -> Kernel32_INPUT_RECORD | custom_type
[type 1102/1452] ✅ Kernel32_INPUT_RECORD[] -> Array<Kernel32_INPUT_RECORD> | llm
[type 1103/1452] ✅ Kernel32_INPUT_RECORD[] -> Array<Kernel32_INPUT_RECORD> | llm
[type 1104/1452] ✅ long -> Int64 | fixed_map
[type 1105/1452] ✅ int -> Int64 | fixed_map
[type 1106/1452] ✅ boolean -> Bool | fixed_map
[type 1107/1452] ✅ Kernel32_INPUT_RECORD[] -> Array<Kernel32_INPUT_RECORD> | llm
[type 1108/1452] ✅ int -> Int64 | fixed_map
[type 1109/1452] ✅ Kernel32_INPUT_RECORD -> Kernel32_INPUT_RECORD | custom_type
[type 1110/1452] ✅ String -> String | fixed_map
[type 1111/1452] ✅ int -> Int64 | fixed_map
[type 1112/1452] ✅ String -> String | fixed_map
[type 1113/1452] ✅ int -> Int64 | fixed_map
[type 1114/1452] ✅ int -> Int64 | fixed_map
[type 1115/1452] ✅ byte -> Int8 | fixed_map
[type 1116/1452] ✅ String -> String | fixed_map
[type 1117/1452] ❌ UnsupportedEncodingException -> IOException | fallback:budget_exhausted
[type 1118/1452] ✅ IllegalStateException -> Exception | llm
[type 1119/1452] ✅ int -> Int64 | fixed_map
[type 1120/1452] ✅ short -> Int16 | fixed_map
[type 1121/1452] ✅ short -> Int16 | fixed_map
[type 1122/1452] ✅ short -> Int16 | fixed_map
[type 1123/1452] ✅ short -> Int16 | fixed_map
[type 1124/1452] ✅ void -> Unit | fixed_map
[type 1125/1452] ✅ short -> Int16 | fixed_map
[type 1126/1452] ✅ short -> Int16 | fixed_map
[type 1127/1452] ✅ short -> Int16 | fixed_map
[type 1128/1452] ✅ short -> Int16 | fixed_map
[type 1129/1452] ✅ Kernel32_SMALL_RECT -> Kernel32_SMALL_RECT | custom_type
[type 1130/1452] ✅ Kernel32_SMALL_RECT -> Kernel32_SMALL_RECT | custom_type
[type 1131/1452] ✅ int -> Int64 | fixed_map
[type 1132/1452] ✅ short -> Int16 | fixed_map
[type 1133/1452] ✅ short -> Int16 | fixed_map
[type 1134/1452] ✅ void -> Unit | fixed_map
[type 1135/1452] ✅ Kernel32_COORD -> Kernel32_COORD | custom_type
[type 1136/1452] ✅ Kernel32_COORD -> Kernel32_COORD | custom_type
[type 1137/1452] ✅ int -> Int64 | fixed_map
[type 1138/1452] ✅ Kernel32_COORD -> Kernel32_COORD | custom_type
[type 1139/1452] ✅ Kernel32_COORD -> Kernel32_COORD | custom_type
[type 1140/1452] ✅ short -> Int16 | fixed_map
[type 1141/1452] ✅ Kernel32_SMALL_RECT -> Kernel32_SMALL_RECT | custom_type
[type 1142/1452] ✅ Kernel32_COORD -> Kernel32_COORD | custom_type
[type 1143/1452] ✅ void -> Unit | fixed_map
[type 1144/1452] ✅ int -> Int64 | fixed_map
[type 1145/1452] ✅ int -> Int64 | fixed_map
[type 1146/1452] ✅ int -> Int64 | fixed_map
[type 1147/1452] ✅ short -> Int16 | fixed_map
[type 1148/1452] ✅ char -> Rune | fixed_map
[type 1149/1452] ✅ void -> Unit | fixed_map
[type 1150/1452] ✅ int -> Int64 | fixed_map
[type 1151/1452] ✅ int -> Int64 | fixed_map
[type 1152/1452] ✅ int -> Int64 | fixed_map
[type 1153/1452] ✅ int -> Int64 | fixed_map
[type 1154/1452] ✅ int -> Int64 | fixed_map
[type 1155/1452] ✅ int -> Int64 | fixed_map
[type 1156/1452] ✅ int -> Int64 | fixed_map
[type 1157/1452] ✅ int -> Int64 | fixed_map
[type 1158/1452] ✅ int -> Int64 | fixed_map
[type 1159/1452] ✅ int -> Int64 | fixed_map
[type 1160/1452] ✅ boolean -> Bool | fixed_map
[type 1161/1452] ✅ short -> Int16 | fixed_map
[type 1162/1452] ✅ short -> Int16 | fixed_map
[type 1163/1452] ✅ short -> Int16 | fixed_map
[type 1164/1452] ✅ char -> Rune | fixed_map
[type 1165/1452] ✅ int -> Int64 | fixed_map
[type 1166/1452] ✅ void -> Unit | fixed_map
[type 1167/1452] ✅ String -> String | fixed_map
[type 1168/1452] ✅ int -> Int64 | fixed_map
[type 1169/1452] ✅ int -> Int64 | fixed_map
[type 1170/1452] ✅ int -> Int64 | fixed_map
[type 1171/1452] ✅ int -> Int64 | fixed_map
[type 1172/1452] ✅ int -> Int64 | fixed_map
[type 1173/1452] ✅ int -> Int64 | fixed_map
[type 1174/1452] ✅ int -> Int64 | fixed_map
[type 1175/1452] ✅ int -> Int64 | fixed_map
[type 1176/1452] ✅ int -> Int64 | fixed_map
[type 1177/1452] ✅ int -> Int64 | fixed_map
[type 1178/1452] ✅ int -> Int64 | fixed_map
[type 1179/1452] ✅ int -> Int64 | fixed_map
[type 1180/1452] ✅ int -> Int64 | fixed_map
[type 1181/1452] ✅ int -> Int64 | fixed_map
[type 1182/1452] ✅ int -> Int64 | fixed_map
[type 1183/1452] ✅ int -> Int64 | fixed_map
[type 1184/1452] ✅ int -> Int64 | fixed_map
[type 1185/1452] ✅ int -> Int64 | fixed_map
[type 1186/1452] ✅ int -> Int64 | fixed_map
[type 1187/1452] ✅ Kernel32_COORD -> Kernel32_COORD | custom_type
[type 1188/1452] ✅ int -> Int64 | fixed_map
[type 1189/1452] ✅ int -> Int64 | fixed_map
[type 1190/1452] ✅ int -> Int64 | fixed_map
[type 1191/1452] ✅ void -> Unit | fixed_map
[type 1192/1452] ✅ String -> String | fixed_map
[type 1193/1452] ✅ int -> Int64 | fixed_map
[type 1194/1452] ✅ Kernel32_COORD -> Kernel32_COORD | custom_type
[type 1195/1452] ✅ void -> Unit | fixed_map
[type 1196/1452] ✅ String -> String | fixed_map
[type 1197/1452] ✅ int -> Int64 | fixed_map
[type 1198/1452] ✅ boolean -> Bool | fixed_map
[type 1199/1452] ✅ void -> Unit | fixed_map
[type 1200/1452] ✅ int -> Int64 | fixed_map
[type 1201/1452] ✅ int -> Int64 | fixed_map
[type 1202/1452] ✅ void -> Unit | fixed_map
[type 1203/1452] ✅ int -> Int64 | fixed_map
[type 1204/1452] ✅ short -> Int16 | fixed_map
[type 1205/1452] ✅ short -> Int16 | fixed_map
[type 1206/1452] ✅ short -> Int16 | fixed_map
[type 1207/1452] ✅ short -> Int16 | fixed_map
[type 1208/1452] ✅ short -> Int16 | fixed_map
[type 1209/1452] ✅ short -> Int16 | fixed_map
[type 1210/1452] ✅ Kernel32_KEY_EVENT_RECORD -> Kernel32_KEY_EVENT_RECORD | custom_type
[type 1211/1452] ✅ Kernel32_MOUSE_EVENT_RECORD -> Kernel32_MOUSE_EVENT_RECORD | custom_type
[type 1212/1452] ✅ Kernel32_WINDOW_BUFFER_SIZE_RECORD -> Kernel32_WINDOW_BUFFER_SIZE_RECORD | custom_type
[type 1213/1452] ✅ Kernel32_MENU_EVENT_RECORD -> Kernel32_MENU_EVENT_RECORD | custom_type
[type 1214/1452] ✅ Kernel32_FOCUS_EVENT_RECORD -> Kernel32_FOCUS_EVENT_RECORD | custom_type
[type 1215/1452] ✅ void -> Unit | fixed_map
[type 1216/1452] ✅ void -> Unit | fixed_map
[type 1217/1452] ✅ Kernel32_INPUT_RECORD -> Kernel32_INPUT_RECORD | custom_type
[type 1218/1452] ✅ long -> Int64 | fixed_map
[type 1219/1452] ✅ long -> Int64 | fixed_map
[type 1220/1452] ✅ void -> Unit | fixed_map
[type 1221/1452] ❌ ByteArrayOutputStream -> Any | fallback:budget_exhausted
[type 1222/1452] ✅ AnsiOutputStream -> AnsiOutputStream | custom_type
[type 1223/1452] ✅ void -> Unit | fixed_map
[type 1224/1452] ✅ boolean -> Bool | fixed_map
[type 1225/1452] ✅ String -> String | fixed_map
[type 1226/1452] ✅ String -> String | fixed_map
[type 1227/1452] ✅ boolean -> Bool | fixed_map
[type 1228/1452] ✅ Thread -> Thread | llm
[type 1229/1452] ✅ Exception -> Exception | llm
[type 1230/1452] ❌ RuntimeException -> Exception | fallback:budget_exhausted
[type 1231/1452] ✅ String -> String | fixed_map
[type 1232/1452] ✅ String -> String | fixed_map
[type 1233/1452] ✅ File -> File | llm
[type 1234/1452] ✅ File -> File | llm
[type 1235/1452] ✅ void -> Unit | fixed_map
[type 1236/1452] ✅ String -> String | fixed_map
[type 1237/1452] ✅ File -> File | llm
[type 1238/1452] ✅ File[] -> Array<File> | llm
[type 1239/1452] ❌ FilenameFilter -> Any | fallback:budget_exhausted
[type 1240/1452] ✅ boolean -> Bool | fixed_map
[type 1241/1452] ❌ SecurityException -> Any | fallback:budget_exhausted
[type 1242/1452] ✅ int -> Int64 | fixed_map
[type 1243/1452] ✅ InputStream -> InputStream | fixed_map
[type 1244/1452] ✅ byte[] -> Array<Byte> | llm
[type 1245/1452] ✅ int -> Int64 | fixed_map
[type 1246/1452] ✅ String -> String | fixed_map
[type 1247/1452] ✅ InputStream -> InputStream | fixed_map
[type 1248/1452] ✅ InputStream -> InputStream | fixed_map
[type 1249/1452] ✅ byte[] -> Array<Byte> | llm
[type 1250/1452] ✅ byte -> Int8 | fixed_map
[type 1251/1452] ✅ int -> Int64 | fixed_map
[type 1252/1452] ✅ boolean -> Bool | fixed_map
[type 1253/1452] ✅ String -> String | fixed_map
[type 1254/1452] ✅ String -> String | fixed_map
[type 1255/1452] ✅ String -> String | fixed_map
[type 1256/1452] ✅ String -> String | fixed_map
[type 1257/1452] ✅ File -> File | llm
[type 1258/1452] ✅ InputStream -> InputStream | fixed_map
[type 1259/1452] ✅ JansiLoader -> JansiLoader | custom_type
[type 1260/1452] ❌ FileOutputStream -> Any | fallback:budget_exhausted
[type 1261/1452] ✅ FileInputStream -> File | llm
[type 1262/1452] ✅ RuntimeException -> Exception | llm
[type 1263/1452] ❌ IOException -> IOException | fallback:budget_exhausted
[type 1264/1452] ✅ String -> String | fixed_map
[type 1265/1452] ✅ Random -> Random | llm
[type 1266/1452] ✅ boolean -> Bool | fixed_map
[type 1267/1452] ✅ File -> File | llm
[type 1268/1452] ✅ String -> String | fixed_map
[type 1269/1452] ❌ UnsatisfiedLinkError -> Any | fallback:budget_exhausted
[type 1270/1452] ✅ void -> Unit | fixed_map
[type 1271/1452] ✅ List<String> -> ArrayList<String> | llm
[type 1272/1452] ✅ LinkedList<String> -> ArrayList<String> | llm
[type 1273/1452] ✅ String -> String | fixed_map
[type 1274/1452] ✅ File -> File | llm
[type 1275/1452] ✅ JansiLoader -> JansiLoader | custom_type
[type 1276/1452] ✅ boolean -> Bool | fixed_map
[type 1277/1452] ❌ Exception -> Exception | fallback:budget_exhausted
[type 1278/1452] ✅ boolean -> Bool | fixed_map
[type 1279/1452] ✅ String -> String | fixed_map
[type 1280/1452] ✅ JansiLoader -> JansiLoader | custom_type
[type 1281/1452] ✅ int -> Int64 | fixed_map
[type 1282/1452] ❌ String[] -> Array<Any> | fallback:budget_exhausted
[type 1283/1452] ✅ int -> Int64 | fixed_map
[type 1284/1452] ❌ String[] -> Array<Any> | fallback:budget_exhausted
[type 1285/1452] ✅ String -> String | fixed_map
[type 1286/1452] ❌ URL -> Any | fallback:budget_exhausted
[type 1287/1452] ✅ JansiLoader -> JansiLoader | custom_type
[type 1288/1452] ✅ String -> String | fixed_map
[type 1289/1452] ✅ Properties -> HashMap<String, String> | fixed_map
[type 1290/1452] ✅ IOException -> IOException | llm
[type 1291/1452] ✅ String -> String | fixed_map
[type 1292/1452] ✅ String -> String | fixed_map
[type 1293/1452] ✅ int -> Int64 | fixed_map
[type 1294/1452] ✅ void -> Unit | fixed_map
[type 1295/1452] ❌ String[] -> Array<Any> | fallback:budget_exhausted
[type 1296/1452] ✅ String -> String | fixed_map
[type 1297/1452] ✅ FileInputStream -> File | llm
[type 1298/1452] ✅ int -> Int64 | fixed_map
[type 1299/1452] ✅ int[] -> Array<Int32> | llm
[type 1300/1452] ✅ double -> Float64 | fixed_map
[type 1301/1452] ✅ double -> Float64 | fixed_map
[type 1302/1452] ✅ int -> Int64 | fixed_map
[type 1303/1452] ✅ int -> Int64 | fixed_map
[type 1304/1452] ✅ int -> Int64 | fixed_map
[type 1305/1452] ✅ int -> Int64 | fixed_map
[type 1306/1452] ✅ int -> Int64 | fixed_map
[type 1307/1452] ✅ int -> Int64 | fixed_map
[type 1308/1452] ✅ int -> Int64 | fixed_map
[type 1309/1452] ✅ int -> Int64 | fixed_map
[type 1310/1452] ✅ int -> Int64 | fixed_map
[type 1311/1452] ✅ int -> Int64 | fixed_map
[type 1312/1452] ✅ int -> Int64 | fixed_map
[type 1313/1452] ✅ int[] -> Array<Int32> | llm
[type 1314/1452] ✅ int -> Int64 | fixed_map
[type 1315/1452] ✅ double -> Float64 | fixed_map
[type 1316/1452] ✅ int -> Int64 | fixed_map
[type 1317/1452] ✅ double -> Float64 | fixed_map
[type 1318/1452] ✅ int -> Int64 | fixed_map
[type 1319/1452] ✅ int -> Int64 | fixed_map
[type 1320/1452] ✅ double -> Float64 | fixed_map
[type 1321/1452] ✅ double[] -> Array<Float64> | llm
[type 1322/1452] ✅ double[] -> Array<Float64> | llm
[type 1323/1452] ✅ double[] -> Array<Float64> | llm
[type 1324/1452] ✅ int -> Int64 | fixed_map
[type 1325/1452] ✅ int -> Int64 | fixed_map
[type 1326/1452] ✅ double -> Float64 | fixed_map
[type 1327/1452] ✅ double[] -> Array<Float64> | llm
[type 1328/1452] ✅ int -> Int64 | fixed_map
[type 1329/1452] ✅ double[] -> Array<Float64> | llm
[type 1330/1452] ✅ double[] -> Array<Float64> | llm
[type 1331/1452] ✅ double[] -> Array<Float64> | llm
[type 1332/1452] ✅ double[] -> Array<Float64> | llm
[type 1333/1452] ✅ double -> Float64 | fixed_map
[type 1334/1452] ✅ double -> Float64 | fixed_map
[type 1335/1452] ✅ double -> Float64 | fixed_map
[type 1336/1452] ✅ double[] -> Array<Float64> | llm
[type 1337/1452] ✅ double[] -> Array<Float64> | llm
[type 1338/1452] ✅ double -> Float64 | fixed_map
[type 1339/1452] ✅ double -> Float64 | fixed_map
[type 1340/1452] ✅ double -> Float64 | fixed_map
[type 1341/1452] ✅ double -> Float64 | fixed_map
[type 1342/1452] ✅ double -> Float64 | fixed_map
[type 1343/1452] ✅ byte[] -> Array<Byte> | llm
[type 1344/1452] ✅ int -> Int64 | fixed_map
[type 1345/1452] ✅ int -> Int64 | fixed_map
[type 1346/1452] ✅ int -> Int64 | fixed_map
[type 1347/1452] ✅ int -> Int64 | fixed_map
[type 1348/1452] ✅ int -> Int64 | fixed_map
[type 1349/1452] ✅ int -> Int64 | fixed_map
[type 1350/1452] ✅ int -> Int64 | fixed_map
[type 1351/1452] ✅ int -> Int64 | fixed_map
[type 1352/1452] ✅ int -> Int64 | fixed_map
[type 1353/1452] ✅ int -> Int64 | fixed_map
[type 1354/1452] ✅ int -> Int64 | fixed_map
[type 1355/1452] ✅ int -> Int64 | fixed_map
[type 1356/1452] ✅ int -> Int64 | fixed_map
[type 1357/1452] ✅ int -> Int64 | fixed_map
[type 1358/1452] ✅ int -> Int64 | fixed_map
[type 1359/1452] ✅ int -> Int64 | fixed_map
[type 1360/1452] ✅ int -> Int64 | fixed_map
[type 1361/1452] ✅ AnsiProcessor -> AnsiProcessor | custom_type
[type 1362/1452] ✅ int -> Int64 | fixed_map
[type 1363/1452] ✅ byte[] -> Array<Byte> | llm
[type 1364/1452] ✅ int -> Int64 | fixed_map
[type 1365/1452] ✅ int -> Int64 | fixed_map
[type 1366/1452] ✅ ArrayList<Object> -> ArrayList<Object> | llm
[type 1367/1452] ✅ int -> Int64 | fixed_map
[type 1368/1452] ❌ Charset -> Any | fallback:budget_exhausted
[type 1369/1452] ✅ AnsiOutputStream_WidthSupplier -> AnsiOutputStream_WidthSupplier | custom_type
[type 1370/1452] ✅ AnsiProcessor -> AnsiProcessor | custom_type
[type 1371/1452] ✅ AnsiType -> AnsiType | custom_type
[type 1372/1452] ✅ AnsiColors -> AnsiColors | custom_type
[type 1373/1452] ✅ AnsiOutputStream_IoRunnable -> AnsiOutputStream_IoRunnable | custom_type
[type 1374/1452] ✅ AnsiOutputStream_IoRunnable -> AnsiOutputStream_IoRunnable | custom_type
[type 1375/1452] ✅ AnsiMode -> AnsiMode | custom_type
[type 1376/1452] ✅ boolean -> Bool | fixed_map
[type 1377/1452] ✅ OutputStream -> OutputStream | fixed_map
[type 1378/1452] ✅ AnsiOutputStream_WidthSupplier -> AnsiOutputStream_WidthSupplier | custom_type
[type 1379/1452] ✅ AnsiMode -> AnsiMode | custom_type
[type 1380/1452] ✅ AnsiProcessor -> AnsiProcessor | custom_type
[type 1381/1452] ✅ AnsiType -> AnsiType | custom_type
[type 1382/1452] ✅ AnsiColors -> AnsiColors | custom_type
[type 1383/1452] ❌ Charset -> Any | fallback:budget_exhausted
[type 1384/1452] ✅ AnsiOutputStream_IoRunnable -> AnsiOutputStream_IoRunnable | custom_type
[type 1385/1452] ✅ AnsiOutputStream_IoRunnable -> AnsiOutputStream_IoRunnable | custom_type
[type 1386/1452] ✅ boolean -> Bool | fixed_map
[type 1387/1452] ✅ int -> Int64 | fixed_map
[type 1388/1452] ✅ AnsiType -> AnsiType | custom_type
[type 1389/1452] ✅ AnsiColors -> AnsiColors | custom_type
[type 1390/1452] ✅ AnsiMode -> AnsiMode | custom_type
[type 1391/1452] ✅ void -> Unit | fixed_map
[type 1392/1452] ✅ AnsiMode -> AnsiMode | custom_type
[type 1393/1452] ✅ AnsiProcessor -> AnsiProcessor | custom_type
[type 1394/1452] ✅ ColorsAnsiProcessor -> ColorsAnsiProcessor | custom_type
[type 1395/1452] ✅ boolean -> Bool | fixed_map
[type 1396/1452] ✅ void -> Unit | fixed_map
[type 1397/1452] ✅ boolean -> Bool | fixed_map
[type 1398/1452] ✅ void -> Unit | fixed_map
[type 1399/1452] ✅ int -> Int64 | fixed_map
[type 1400/1452] ✅ byte -> Int8 | fixed_map
[type 1401/1452] ✅ String -> String | fixed_map
[type 1402/1452] ✅ Integer -> Int64 | fixed_map
[type 1403/1452] ✅ char -> Rune | fixed_map
[type 1404/1452] ✅ void -> Unit | fixed_map
[type 1405/1452] ✅ RuntimeException -> Exception | llm
[type 1406/1452] ✅ void -> Unit | fixed_map
[type 1407/1452] ✅ RuntimeException -> Exception | llm
[type 1408/1452] ✅ void -> Unit | fixed_map
[type 1409/1452] ✅ int -> Int64 | fixed_map
[type 1410/1452] ✅ RuntimeException -> Exception | llm
[type 1411/1452] ✅ void -> Unit | fixed_map
[type 1412/1452] ✅ boolean -> Bool | fixed_map
[type 1413/1452] ✅ void -> Unit | fixed_map
[type 1414/1452] ✅ void -> Unit | fixed_map
[type 1415/1452] ✅ void -> Unit | fixed_map
[type 1416/1452] ✅ void -> Unit | fixed_map
[type 1417/1452] ✅ int -> Int64 | fixed_map
[type 1418/1452] ✅ int -> Int64 | fixed_map
[type 1419/1452] ✅ void -> Unit | fixed_map
[type 1420/1452] ❌ ByteArrayOutputStream -> Any | fallback:budget_exhausted
[type 1421/1452] ❌ AtomicReference<String> -> Any | fallback:budget_exhausted
[type 1422/1452] ❌ AtomicReference<> -> Any | fallback:budget_exhausted
[type 1423/1452] ❌ PrintStream -> Any | fallback:budget_exhausted
[type 1424/1452] ✅ AnsiPrintStream -> AnsiPrintStream | custom_type
[type 1425/1452] ✅ AnsiOutputStream -> AnsiOutputStream | custom_type
[type 1426/1452] ✅ AnsiProcessor -> AnsiProcessor | custom_type
[type 1427/1452] ✅ void -> Unit | fixed_map
[type 1428/1452] ✅ String -> String | fixed_map
[type 1429/1452] ✅ void -> Unit | fixed_map
[type 1430/1452] ❌ ByteArrayOutputStream -> Any | fallback:budget_exhausted
[type 1431/1452] ❌ AtomicReference<String> -> Any | fallback:budget_exhausted
[type 1432/1452] ❌ AtomicReference<> -> Any | fallback:budget_exhausted
[type 1433/1452] ❌ PrintStream -> Any | fallback:budget_exhausted
[type 1434/1452] ✅ AnsiOutputStream -> AnsiOutputStream | custom_type
